# mpedb sqllogictest corpus baseline.
# Regenerate deliberately with --write-baseline; never by hand.
# root /home/morten/sqllogictest/test
# key	total	pass	unsupported	wrong	errmis	skipped	fatal
random/expr/slt_good_100.test	15890	10012	0	0	0	5878	0
random/expr/slt_good_101.test	15850	10012	0	0	0	5838	0
random/expr/slt_good_102.test	15911	10012	0	0	0	5899	0
random/expr/slt_good_103.test	15913	10012	0	0	0	5901	0
random/expr/slt_good_104.test	15810	10012	0	0	0	5798	0
random/expr/slt_good_105.test	15787	10012	0	0	0	5775	0
random/expr/slt_good_106.test	15883	10012	0	0	0	5871	0
random/expr/slt_good_107.test	15809	10012	0	0	0	5797	0
random/expr/slt_good_108.test	15767	10012	0	0	0	5755	0
random/expr/slt_good_109.test	15495	10012	0	0	0	5483	0
random/expr/slt_good_11.test	15845	10012	0	0	0	5833	0
random/expr/slt_good_110.test	15752	10012	0	0	0	5740	0
random/expr/slt_good_111.test	15815	10012	0	0	0	5803	0
random/expr/slt_good_112.test	15877	10012	0	0	0	5865	0
random/expr/slt_good_113.test	15836	10012	0	0	0	5824	0
random/expr/slt_good_114.test	15777	10012	0	0	0	5765	0
random/expr/slt_good_115.test	15834	10012	0	0	0	5822	0
random/expr/slt_good_116.test	15841	10012	0	0	0	5829	0
random/expr/slt_good_117.test	15787	10012	0	0	0	5775	0
random/expr/slt_good_118.test	15881	10012	0	0	0	5869	0
random/expr/slt_good_119.test	14164	8938	0	0	0	5226	0
random/expr/slt_good_12.test	15824	10012	0	0	0	5812	0
random/expr/slt_good_13.test	14974	10012	0	0	0	4962	0
random/expr/slt_good_14.test	15852	10012	0	0	0	5840	0
random/expr/slt_good_15.test	15880	10012	0	0	0	5868	0
random/expr/slt_good_16.test	15844	10012	0	0	0	5832	0
random/expr/slt_good_17.test	15902	10012	0	0	0	5890	0
random/expr/slt_good_18.test	15854	10012	0	0	0	5842	0
random/expr/slt_good_19.test	15826	10012	0	0	0	5814	0
random/expr/slt_good_2.test	14319	10012	0	0	0	4307	0
random/expr/slt_good_20.test	15833	10012	0	0	0	5821	0
random/expr/slt_good_21.test	15821	10012	0	0	0	5809	0
random/expr/slt_good_22.test	15749	10012	0	0	0	5737	0
random/expr/slt_good_23.test	15736	10012	0	0	0	5724	0
random/expr/slt_good_24.test	15220	10012	0	0	0	5208	0
random/expr/slt_good_25.test	15360	10012	0	0	0	5348	0
random/expr/slt_good_26.test	15452	10012	0	0	0	5440	0
random/expr/slt_good_27.test	15489	10012	0	0	0	5477	0
random/expr/slt_good_28.test	15516	10012	0	0	0	5504	0
random/expr/slt_good_29.test	14438	10012	0	0	0	4426	0
random/expr/slt_good_3.test	15925	10012	0	0	0	5913	0
random/expr/slt_good_30.test	14922	10012	0	0	0	4910	0
random/expr/slt_good_31.test	15235	10012	0	0	0	5223	0
random/expr/slt_good_32.test	15066	10012	0	0	0	5054	0
random/expr/slt_good_33.test	15346	10012	0	0	0	5334	0
random/expr/slt_good_34.test	15537	10012	0	0	0	5525	0
random/expr/slt_good_35.test	15589	10012	0	0	0	5577	0
random/expr/slt_good_36.test	15687	10012	0	0	0	5675	0
random/expr/slt_good_37.test	15668	10012	0	0	0	5656	0
random/expr/slt_good_38.test	15703	10012	0	0	0	5691	0
random/expr/slt_good_39.test	15777	10012	0	0	0	5765	0
random/expr/slt_good_4.test	15861	10012	0	0	0	5849	0
